adres_id,ulica,nr_domu,nr_mieszkania,miejscowosc,kraj
85338,Czacki,4,12,Arkoma,Bangladesh
85339,Remco,6,45,Scipio,Iceland
85340,Ahlstrom,8,23,DeKalb,Brunei
85341,Hawktree,8,13,Spring Mills,Djibouti
85342,S Lillian,5,25,Solen,St Lucia
85343,Whip,3,26,Bradfordville,China
85344,Thiery,1,20,Forest Hill,Philippines
85345,Husking Peg,6,26,Depew,Gabon
85346,Moulsham,3,49,Loyd,Netherlands
85347,Corbar,8,48,Dabney,Djibouti
85348,W Cotswald,9,36,Saint Lucie,United States
85349,Mermod,9,6,Moose Lake,Mexico
85350,Rock River,1,46,Cauthron,Sao Tome & Principe
85351,Sparr Spring,7,26,Scottsburg,Poland
85352,S Quinn,4,5,Loeb,France
85353,Champ,9,17,Woodland Beach,Czech Republic
85354,St Christophers,9,35,Fitchville,Bhutan
85355,Marlin,9,20,Eads,Croatia
85356,Wandobah,5,34,Rosman,Barbados
85357,Orrel,5,31,Olpe,Burundi
85358,South Lambeth,3,49,Newtown Square,Solomon Islands
85359,East Poultry,3,30,Lannon,Sierra Leone
85360,Errang,4,10,Ridgefield,Chile
85361,Marlis,5,40,Northwye,Armenia
85362,Westvalley,8,23,Hiseville,Marshall Islands
85363,Ochs,5,43,Great Neck Plaza,Luxembourg
85364,Malinya,3,41,Burrton,Solomon Islands
85365,Hawleys,1,24,Sullivan,Nepal
85366,Ainscough,1,38,Worth,Gambia
85367,Observatory,3,46,Gresham Park,Brunei
85368,Deakin,5,15,Gabbs,Pakistan
85369,Tarca,4,32,Agra,South Sudan
85370,Yeshiva,5,46,Huntley,Haiti
85371,Kennicott,7,23,National City,Slovakia
85372,D W Field Park,7,37,Lake Forest,Peru
85373,W Busse,7,46,Dupuyer,Barbados
85374,Deerpark,1,38,Gilman,Haiti
85375,Wayjack,5,36,Bridgewater,Kazakhstan
85376,Beaven,8,18,Margie,New Zealand
85377,Athenia,10,43,Glenfield,Seychelles
85378,Calmor,4,25,Four Corners,Uganda
85379,Ludham,10,40,Zelienople,Panama
85380,South Russell,7,10,Conrath,Mexico
85381,E Hazel,10,20,Black Walnut,Slovakia
85382,Bulls Neck,3,14,Minatare,Guinea-Bissau
85383,Farah,4,33,Gilbertsville,Antigua
85384,N Cavender,5,29,Lititz,Malawi
85385,Jappa,1,26,Markesan,East Timor
85386,Boorroo,8,19,Edgemont,Grenada
85387,Puttney,7,44,Frenchman,Chad
85388,Ridgewood,2,41,Ellsworth,Mauritania
85389,Bucknam,7,13,Evansdale,Uganda
85390,Lower Shear Creek,5,26,Mott,Dominica
85391,East Furman,10,44,Allport,Solomon Islands
85392,Miller Circle,4,14,Alvarado,Vatican City
85393,Shoal,10,28,Apollo,Maldives
85394,Middlecot,8,16,Vermilion,Dominican Republic
85395,Green Fold,9,42,Sigourney,Fiji
85396,Baffin,9,43,Tunas,Vietnam
85397,Keesling,9,47,Miley,Nigeria
85398,Plauderville,4,20,Pawling,Latvia
85399,Mankas,3,37,Murdo,Uzbekistan
85400,Gavello,6,47,Castaneda,Micronesia
85401,Cherrycrest,6,3,West Columbia,Afghanistan
85402,World,7,20,Allakaket,Solomon Islands
85403,Shannon Heights,4,49,Audubon,Kuwait
85404,McCosh,1,29,Red Mills,Samoa
85405,St Clements,8,7,Flasher,Burkina
85406,W Johnson,2,40,Blooming Valley,Myanmar
85407,Sandbach,5,16,Willshire,Ireland {Republic}
85408,Stretton,8,48,Barrett,Barbados
85409,Bricknoller,1,44,Monetta,Laos
85410,Vildmark,10,18,Springdale,Gabon
85411,W Galeview,4,17,Moonachie,United States
85412,Shienfield Aborfield,6,4,Reads Landing,Latvia
85413,Morristown,7,3,Ketchum,Switzerland
85414,South Pinehurst,1,13,Angiola,Indonesia
85415,Simpson Ranch,5,23,Johnson Corner,St Kitts & Nevis
85416,Arrowhead,8,16,North Tonawanda,Nicaragua
85417,Stratham,3,2,Fort Chadbourne,Kiribati
85418,East Bell,1,50,Ballenger Creek,Liechtenstein
85419,Mountain Vista,3,14,Butler Beach,Malawi
85420,Bluffs Edge,2,29,Reganton,Afghanistan
85421,Leemans,4,24,Belcher,Zimbabwe
85422,Hawkwell,1,11,Lineville,Maldives
85423,Saint Matthew,7,8,Beechgrove,Cyprus
85424,Kral,8,6,Smithwick,United Arab Emirates
85425,Fort Ann,6,19,Los Banos,Antigua
85426,Esek Hopkins,7,44,Cropsey,Mali
85427,Medhurst,10,9,Conda,Guinea-Bissau
85428,End View,9,36,La Monte,Cuba
85429,Rose Hall,4,29,Oacoma,Chile
85430,Tatham,2,42,Kirkland,Philippines
85431,Watchtower,6,39,Ezzell,Gabon
85432,At Last Farm,8,27,Wallowa,Namibia
85433,Busteed,6,36,Elkins,Mali
85434,Heinel,3,40,Booth,Thailand
85435,Virden,2,34,Santa Rosa,Panama
85436,Satow,3,44,Rutherford College,France
85437,S Scoville,7,46,Baskett,Brunei
85438,Kinkaid,5,27,Tarver,Grenada
85439,Methven,6,20,Becida,Trinidad & Tobago
85440,Douglas Legum,3,23,Slippery Rock,Congo {Democratic Rep}
85441,Herring Pond,5,45,Lakeville,Germany
85442,La Follette,10,22,Waterford Works,Suriname
85443,Mossy Oak,2,46,Tramway,Australia
85444,Crammond,3,11,Wallaceton,Tajikistan
85445,Barlowe,10,28,Stoneboro,Tanzania
85446,Virginia Infantry,4,38,Haigler,St Lucia
85447,Ripplerock,8,30,Thrall,Finland
85448,Hammer Hill,1,21,Canandaigua,Laos
85449,Whitehorse,6,20,Saint Clairsville,Malawi
85450,Orlan,7,14,Elderton,East Timor
85451,Craighill,9,6,Four Corners,Somalia
85452,Dewes,9,5,Chalco,Kazakhstan
85453,Hagans,7,16,Valley Park,Djibouti
85454,Campground,7,14,Port Gamble,New Zealand
85455,Pot Kiln,7,3,Longstreet,Zambia
85456,Gunness,8,31,Skellytown,Marshall Islands
85457,Store Hill,9,35,Coleman,Macedonia
85458,Tamalpais,10,2,Burlington,Italy
85459,Belgarden,8,11,Way,Bangladesh
85460,Pepper Wood,10,43,Lake Orion,Vanuatu
85461,Egan,8,25,Wanette,Sierra Leone
85462,Forgotten Flower,8,12,Solomon,United Arab Emirates
85463,Relda,4,20,Rio Bravo,Mali
85464,Earl Sullivan,5,50,Wilmore,Yemen
85465,Neola,6,40,Piper,Ecuador
85466,Cerra Vista,1,43,Granite,Comoros
85467,El Segundo,10,43,Sierra Vista,Yemen
85468,Lowside,5,14,Greens Farms,Lesotho
85469,Turnbuckle,3,50,Caineville,Morocco
85470,Openshaw Fold,7,28,North Eaton,Philippines
85471,Salt Spray,4,32,Luning,Eritrea
85472,Toulson,5,20,Kilmichael,Ghana
85473,McCone,5,22,Kiln,San Marino
85474,English Prairie,9,13,Gagetown,Ukraine
85475,Beldham,10,37,New Bedford,Liechtenstein
85476,Mirrabooka,4,35,Bennettsville,Togo
85477,Butlers Hall,9,23,Fragaria,Thailand
85478,Hearthside,2,26,Pace,Vanuatu
85479,El Carmelo,3,36,Lake Barrington,Belgium
85480,Gomersal,7,30,La Due,Russian Federation
85481,Stavola,10,36,Lenox,Bosnia Herzegovina
85482,Whitehills,4,43,Wilsons Mills,Malaysia
85483,E Demarest,6,9,Kalifornsky,Palau
85484,Moorhead,9,31,Somersworth,Montenegro
85485,Branner,4,10,Sibyl,Albania
85486,Coutu,9,29,Universal,Indonesia
85487,Denfield,1,33,Pajaros,Venezuela
85488,La Reina Real,8,5,Brumley,Germany
85489,Ewing,9,36,Taylors Creek,Rwanda
85490,E Delos,1,5,New Cassel,Iceland
85491,Salonga Woods,6,29,Chiawuli Tak,Liechtenstein
85492,North Greenville,6,30,North Cape,Saudi Arabia
85493,Whalley,5,6,Cary,Vanuatu
85494,Styebank,2,24,Cross Mountain,Maldives
85495,Canyon Creek,1,7,Haddon Heights,Uganda
85496,Geigerich,5,43,Camp Dennison,France
85497,Baynes,5,38,Saint Francis,Ukraine
85498,Vana,9,7,Mynard,Brunei
85499,Robshire Manor,10,28,Cutler,Cameroon
85500,Nelmark,5,9,Cokeville,Uruguay
85501,Gravatt,3,44,Willisville,Czech Republic
85502,Pickering,8,39,Salemburg,Trinidad & Tobago
85503,Old Yerba Buena,5,32,Twin Hills,Malta
85504,Getson,6,42,Cavalier,Uzbekistan
85505,West Baxter,10,40,Conasauga,Georgia
85506,Bella Villa,4,39,Bomarton,Iraq
85507,Casper,4,47,Cape Carteret,Nicaragua
85508,Bur,5,23,Dillon,Estonia
85509,Tyngsboro,5,14,Stowell,Samoa
85510,Ashbrook Hey,7,38,San German,Somalia
85511,West Wacker,3,38,Violet Hill,Czech Republic
85512,Leaforis,7,36,Lemay,Barbados
85513,Busit,6,35,Bonesteel,Seychelles
85514,Rueben,7,16,Tehama,Haiti
85515,Middle Two Rock,2,44,Vandyke,Moldova
85516,Ellers,8,23,Federal Dam,Ukraine
85517,Hicks Corner,5,45,Franklin Furnace,Togo
85518,Taubman,7,24,Nilwood,United States
85519,McNeill,3,23,Astor,Comoros
85520,Faircross,10,21,Hidden Meadows,Comoros
85521,Drop Anchor,1,4,Clarksburg,Palau
85522,Princess Eve,4,44,Cedar Valley,Kyrgyzstan
85523,N Fernandez,7,1,Markleeville,Netherlands
85524,Menaugh,4,37,Upalco,United States
85525,Alwaes,2,35,Pelican Rapids,Burkina
85526,Battledean,2,3,Healing Springs,Rwanda
85527,Gehart,1,45,Munfordville,Lesotho
85528,Jenevein,2,30,Flats,Myanmar
85529,Victory Memorial,5,27,Mount Berry,Benin
85530,Mingo,4,2,McKittrick,Seychelles
85531,Etheldene,10,35,Paoli,Singapore
85532,Eagle Creek,2,44,Pleasureville,Liechtenstein
85533,Hideway,1,30,Boca Del Mar,Chad
85534,Harthall,5,6,Arendtsville,Solomon Islands
85535,N Naperville Wheaton,6,5,Cholame,Micronesia
85536,Winterbrook,9,46,Halawa Heights,Solomon Islands
85537,Bride Hall,2,47,Bayshore Gardens,Syria
85538,Fountain Head,8,2,Hornerstown,Bhutan
85539,Panitz,3,37,Heppner,Monaco
85540,Oriol,1,5,Guilford,Chile
85541,S Sayer,7,43,Upson,United Arab Emirates
85542,East Alder,4,14,Lakefield,Central African Rep
85543,Sudley,8,50,Ketchum,Korea North
85544,E Knob Hill,9,26,Vanderbilt,Niger
85545,Du Sault,6,32,Erlanger,Trinidad & Tobago
85546,Marked Tree,8,24,Punta Gorda,Mali
85547,Brooksby,3,49,Deering,Dominica
85548,Frankfurst,8,30,South Amboy,Lithuania
85549,Rancho Arroyo,10,44,Neoga,Luxembourg
85550,Crownwood,7,9,Mott,Oman
85551,Clara Maass,6,40,Foxburg,El Salvador
85552,Feruzza,2,50,Mecca,Niger
85553,Froissart,2,29,Bobtown,Monaco
85554,Raritan Reach,4,23,Taloga,Syria
85555,Lockward,8,40,Ratliff,Liechtenstein
85556,N Old Mill,7,23,Stony Point,Austria
85557,Sandy Point,1,5,Pimmit Hills,Kazakhstan
85558,North Ripon,5,36,Lehman,Moldova
85559,Mullberry,1,10,Calvary,Colombia
85560,Parramore,4,28,Erin Springs,Equatorial Guinea
85561,Minsden,8,10,Alger,Macedonia
85562,Coolah,6,13,Gluck,Djibouti
85563,Horsell Common,2,50,Huckabay,Morocco
85564,Rookery,8,1,West Hanover,Equatorial Guinea
85565,Clemons,5,27,Cleta,Honduras
85566,Bay Cliff,6,2,Blythedale,Solomon Islands
85567,Linden Thomas,8,10,Sebewaing,Thailand
85568,Gadley,7,10,Avenue,Lesotho
85569,South Windemere,4,47,Ringling,Georgia
85570,W Alden,4,1,Mackinac Island,Madagascar
85571,Buckle,6,39,Pickens,Zimbabwe
85572,Alroy,2,24,Chatsworth,Vietnam
85573,E Hennepin,3,19,Bedford Heights,Portugal
85574,S Dobson,4,32,Blair,San Marino
85575,Magic,2,26,Alameda,Sierra Leone
85576,Farley,1,14,Highland Lake,Brazil
85577,Ladygrove,10,9,Centralhatchee,Croatia
85578,Crackenedge,1,47,McKamie,Guatemala
85579,Sweet Pecan,4,3,Chesapeake,Dominica
85580,Governors Bridge,5,50,Norbourne Estates,China
85581,Bunsen,9,34,Kawaihae,Uzbekistan
85582,Lookout,5,14,Johntown,Korea North
85583,Stonebrooke,5,29,Tehuacana,Thailand
85584,Creaville,9,1,Bar Mills,Sweden
85585,Galloupe,6,47,State Park Place,Russian Federation
85586,Hillflower,1,9,Glen Lyon,Kosovo
85587,Ballantine,6,31,Elmsford,Swaziland
85588,Ashendene,9,40,Van Horne,Samoa
85589,Southwest Ellisport,10,2,Odenton,Mozambique
85590,Bingara,4,40,Loma,Denmark
85591,Bahama,8,12,Port Chester,United Kingdom
85592,Watling,1,32,Wilmette,Tonga
85593,Decarli,10,30,Deer Lodge,Argentina
85594,Pierrepont,10,5,Castle Park,Korea North
85595,Hoppers,4,39,Johnstown,Afghanistan
85596,Newham Way  Colman,10,24,Twin Rivers,El Salvador
85597,Seagirt,3,36,Truman,Comoros
85598,Borers Arms,8,47,Ute Park,Georgia
85599,East Mc Graw,6,10,Germann,Venezuela
85600,Pepys,10,33,North Buena Vista,Turkmenistan
85601,Bournbrook,7,2,Elysburg,France
85602,Sparta,3,30,Sea Cliff,Uruguay
85603,Aimwell,5,26,Hydro,Dominican Republic
85604,Tuncombe,2,29,Woodberry,Cape Verde
85605,Dartmouth,3,46,Nutt,Czech Republic
85606,Cheney,6,27,Kaleva,Papua New Guinea
85607,Fox Harrow,4,40,Macwahoc,Togo
85608,East Aloha,3,34,Blanding,Papua New Guinea
85609,Haman,4,21,Indian Point,Bangladesh
85610,Sowerby,4,19,West Acton,Iceland
85611,Huntleys Point,4,12,Fosters,Iran
85612,Coopernook,7,26,Bramwell,Qatar
85613,Totem,6,22,Lewellen,Bosnia Herzegovina
85614,High Cliff,4,12,Flag,Ecuador
85615,Burdean,6,1,Perry Heights,Tunisia
85616,New Ocean,10,38,Harriet,Macedonia
85617,Claudare,6,31,Idylwood,Bolivia
85618,Aubert,1,6,Roundup,Mauritania
85619,Colonial Gardens,9,38,Rosendale,Armenia
85620,Orbel,7,13,Naknek,Guatemala
85621,Tin Can Ranch,4,1,Sebree,Swaziland
85622,Gorsline,1,1,North Creek,Tuvalu
85623,Neufairfield,4,41,Lingle,St Lucia
85624,North Oregon,2,20,Robstown,Mozambique
85625,Archbridge,1,17,Arkport,Ireland {Republic}
85626,Magenta,10,16,Marrowbone,Namibia
85627,Coopers Hill,6,49,Larchwood,Barbados
85628,Phyllis Court,8,29,Deer Isle,Ireland {Republic}
85629,Bessie Coleman,3,44,Russells Point,Saint Vincent & the Grenadines
85630,Reyem,8,4,Coleridge,Guyana
85631,Gleaner,7,28,West Selmont,Belarus
85632,Rowdon,8,12,Parkers,Benin
85633,Shenley,1,40,Smethport,Bosnia Herzegovina
85634,Gennep,8,20,Island View,Canada
85635,St. Dunstans,7,41,Wheatfield,Gabon
85636,Dault,10,12,Roaring Gap,Kyrgyzstan
85637,Quarry Bend,9,6,Friant,Libya
85638,De Luci,7,36,Solen,St Lucia
85639,Carstensen,3,1,Saint Robert,Belarus
85640,Stairley,8,50,Spillertown,Cambodia
85641,Peens,5,25,Bly,Tuvalu
85642,Latoff,9,18,Terlingua,Fiji
85643,Kates,4,25,Berwyn,Ghana
85644,Contra Loma,8,45,Gruetli-Laager,Afghanistan
85645,Dutchview,7,4,North Little Rock,Iceland
85646,Van Sloun,4,16,Barton,Korea South
85647,Holmespun,6,11,Umiat,Togo
85648,E Tall Oaks,9,1,Indian Harbour Beach,Kosovo
85649,Garden Court,4,13,Wakpala,Algeria
85650,Highhill,10,7,Montverde,Burkina
85651,Junebreeze,7,12,Thunder Butte,Kazakhstan
85652,Peterlee,1,48,Westdale,Liechtenstein
85653,Halite,7,38,Goodrich,Bhutan
85654,Yarrabee,7,33,Liverpool,Taiwan
85655,Cary Point,5,26,Bruce Crossing,Nigeria
85656,Lingley,1,48,Mintle,Equatorial Guinea
85657,Abbotshade,5,45,Britt,Somalia
85658,New Bedford,2,13,Pleasant Hill,South Africa
85659,Greenson,3,10,Martelle,Micronesia
85660,Blackwin,3,50,New Underwood,Madagascar
85661,Wandsworth,3,30,Fontana-on-Geneva Lake,Czech Republic
85662,Johnor,5,19,East Peoria,Bosnia Herzegovina
85663,Barkers Pt,9,22,Egypt Lake,Moldova
85664,Yarwood,10,48,Bautista,Georgia
85665,Amner,8,29,Milbridge,Cameroon
85666,S Georgia,7,40,Wood Lake,Bahamas
85667,West Beacon,7,50,Old River-Winfree,Kosovo
85668,Selsey,1,30,Rollingwood,Croatia
85669,Pinyon,3,50,Cochranton,Bhutan
85670,Mead,3,1,Fountain Inn,Czech Republic
85671,Lugar Brae,8,8,Weathers,United Arab Emirates
85672,Whispering Fields,9,28,Chickamaw Beach,Botswana
85673,Sherman Oaks,4,46,Collins,Barbados
85674,Tumelty,9,25,Atlasburg,Ghana
85675,W Plattner,8,45,Rock Springs,Monaco
85676,Darnby,8,42,Bluewater,Comoros
85677,Jaydee,3,49,Centralia,Cambodia
85678,Windsor Brook,10,3,Jim Falls,Grenada
85679,Jessie Blythe,10,2,Osman,Liberia
85680,Killala,4,35,Lucas,Moldova
85681,Rancho McCormick,4,13,Virgelle,Mozambique
85682,Clink,7,5,Bayou Cane,Haiti
85683,Mount Harry,9,37,Ellwood City,Cambodia
85684,Pellerin,8,16,Pearsall,Tajikistan
85685,Killowen,10,25,Fosston,Lithuania
85686,Gideons,7,1,Lake Katrine,Finland
85687,Dogleg,3,29,Lely,Dominican Republic
85688,Klickitat,10,16,Dahlonega,Sierra Leone
85689,Tobago,1,33,Lucas,Saint Vincent & the Grenadines
85690,Golden Manor,5,36,Ewan,Madagascar
85691,Cedarest,7,4,Shade Gap,New Zealand
85692,Raymead,7,14,Lumpkin,Saint Vincent & the Grenadines
85693,Deltaview,3,1,South Amboy,Syria
85694,Dune,9,26,Dauphin,Lebanon
85695,Star Pine,5,49,Tecopa,Bolivia
85696,S Chippewa,8,18,Pateros,Mauritania
85697,Freas,1,33,Sandstone,Nepal
85698,Loma Chiquita,4,47,Parishville,Belize
85699,Judicial,8,20,Ransom,Georgia
85700,Henke,7,46,Afton,Burkina
85701,N Clinton,10,35,Lernerville,Eritrea
85702,Rivershore,5,25,Perez,Iran
85703,Burrabirra,7,48,Sunman,Israel
85704,Barcaly,7,20,Gary,Bosnia Herzegovina
85705,Baffin,2,2,Marydel,Slovakia
85706,Farmcrest,3,15,Fisher,Vanuatu
85707,Tacomic,1,22,East Gaffney,Rwanda
85708,East Humboldt,3,50,Rensselaer,Dominica
85709,Dayfield,8,37,Moonachie,Bosnia Herzegovina
85710,Ventura Club,10,50,Reed Point,Tajikistan
85711,Aslett,5,23,Poplar Bluff,Japan
85712,Jerrie,8,44,Almond,Luxembourg
85713,Anglewood,6,34,Placid Lakes,Norway
85714,Robie Manor,5,40,Morrison,Namibia
85715,E Busse,5,43,Ellisforde,Cyprus
85716,Kenstan,7,44,South Palm Beach,Cambodia
85717,Melville Villas,5,37,Shady Side,Montenegro
85718,Burning Tree,9,16,La Farge,Vatican City
85719,Moody Slough,4,44,South Williamsport,Tuvalu
85720,Old Country,9,36,Maxville,Equatorial Guinea
85721,Dawes,8,43,Grouse,Seychelles
85722,Elmhirst,4,7,Abilene,Niger
85723,Fenstanton,8,48,Autryville,Turkmenistan
85724,Verderosa,4,24,Vestal Center,St Lucia
85725,Kitmary,1,7,Springs,Kazakhstan
85726,Darla,5,39,Council Grove,Moldova
85727,Tyler Island Bridge,4,43,Hoffman,Monaco
85728,Rainforth,10,10,Abram,Belize
85729,Birchcrest,6,7,Keener,Cameroon
85730,Eleni,1,10,Sawyerville,Chile
85731,Brew House,3,24,Hawk Cove,St Kitts & Nevis
85732,Via Sereno,6,18,Scottville,Jamaica
85733,Greacen,8,39,French Camp,Austria
85734,Little Downling,10,34,Blawenburg,Bangladesh
85735,Bodway,10,18,Mellen,Costa Rica
85736,Fessenden,4,26,Carville,Denmark
85737,Old West Wrentham,2,7,Mohall,Nicaragua
85738,Mazey,9,21,Meridian,Fiji
85739,Battle Creek,1,8,Youngstown,Pakistan
85740,Udalia,2,16,Miner,Serbia
85741,Simeon,8,4,Blevins,Antigua
85742,Sciota,2,19,Holiday,Belize
85743,Havenshire,4,11,Webster,Micronesia
85744,Kowald,5,2,Cowles,Grenada
85745,E Plum Tree,7,50,Montmorenci,Russian Federation
85746,S Youngs,4,44,Logansport,Swaziland
85747,Casslee,9,32,Vossburg,Namibia
85748,Giannecchini,4,24,Crowell,Swaziland
85749,Legsheath,4,49,Buckatunna,Colombia
85750,Themes,7,12,North Powder,Papua New Guinea
85751,Woodsum,1,11,Seaside Park,Libya
85752,Ockelford,9,17,Hickok,Sao Tome & Principe
85753,Eastheath,5,38,Lostine,Dominica
85754,Dane End,9,48,De Kalb Junction,Rwanda
85755,Summers,9,41,Blythewood,Vietnam
85756,Cowpasture,6,9,Idamay,San Marino
85757,Colwith,6,22,Kanosh,Yemen
85758,Pt Chase,2,32,Thornhill,Uganda
85759,Three Lakes,1,37,Lanai City,St Kitts & Nevis
85760,Rivulet,5,44,La Jara,Madagascar
85761,Bickertoh,7,25,Wells,Paraguay
85762,Narvaez,7,27,Cherry Log,Guinea-Bissau
85763,Beverly,4,43,Shallow Water,Bhutan
85764,Jorie,1,49,Duquoin,Bolivia
85765,Great Woodcote,10,48,Ford Cliff,Mauritania
85766,Oriente,6,10,Satellite Beach,Bahamas
85767,Walton Hall Farm,10,25,Avenal,Austria
85768,Mc Baine,9,13,Vermont,Chad
85769,Green Park,5,7,Southwest,Netherlands
85770,Lydham,6,16,Chistochina,Italy
85771,Gateau,9,28,Bone Gap,Swaziland
85772,Target Service,10,8,Wexford,Rwanda
85773,Carol Anne,2,47,New Wilmington,Somalia
85774,N Wabasso,6,9,Manokotak,Italy
85775,Moyengully,4,28,McKees Rocks,St Lucia
85776,Sinnet,10,46,Carnot,Guinea-Bissau
85777,Radoff,9,11,Denison,United Kingdom
85778,Wilsom,10,47,Fruit Heights,Cambodia
85779,Prairie Meadows,9,20,Whitney,Saint Vincent & the Grenadines
85780,Keary,2,2,Thor,United Arab Emirates
85781,Candidus,7,3,Exmore,Congo
85782,Potomac Vista,3,27,Redkey,Egypt
85783,Alessio,8,16,Vander,Haiti
85784,Beaumond,4,38,Tres Piedras,Switzerland
85785,Radclyffe,6,22,Flats,Malaysia
85786,Marlee,5,1,Moncks Corner,Tonga
85787,Daiglen,8,26,Levering,Tajikistan
85788,Barkley Gate,8,3,Southfields,Dominica
85789,Toad,7,28,Santo,Trinidad & Tobago
85790,Aschurch,9,27,Tillman,United States
85791,Godinton,4,23,Parmalee,Sri Lanka
85792,Mount Kisco,2,24,New Riegel,Ghana
85793,Sky Blue,6,45,Pickering,El Salvador
85794,Severn Hills,4,36,Fort Branch,Burundi
85795,Van Acker,9,46,Rienzi,Kuwait
85796,Pyne,9,1,Tundra,Italy
85797,Leaburn,6,31,Saratoga,Iran
85798,Glenellen,7,41,Junction City,Guatemala
85799,Thopkins,10,9,Allenwood,Bulgaria
85800,Evelyn,9,37,Mesquite,Comoros
85801,Eureka,3,41,Locust,Cape Verde
85802,Gouda,7,2,Powhattan,Slovakia
85803,Echo Valley,2,40,New Salem,Zimbabwe
85804,Virginia Infantry,5,46,French,Laos
85805,Sylvan Glade,8,37,Constableville,Gabon
85806,Maysent,10,45,Lake Beulah,Sri Lanka
85807,Christensen,8,46,Enosburg Falls,Kuwait
85808,West Leland,4,39,Jolivue,Guinea-Bissau
85809,Cantelow,3,1,Kulpsville,United States
85810,Kennabec,1,12,Storrs,Solomon Islands
85811,Baybell,9,28,Strasburg,Cameroon
85812,Butte,10,2,Swift Trail Junction,Ukraine
85813,Little Circle,2,32,Glenwood,Papua New Guinea
85814,Emado,9,2,Grandin,Russian Federation
85815,South Wagner,4,49,Dillsboro,Italy
85816,Clintwood,8,24,Cat Creek,Syria
85817,Happy Valley Glen,3,4,North Versailles,Georgia
85818,West Derby,4,2,Snowville,Vietnam
85819,W Ash,10,22,Waltreak,Ecuador
85820,Circus,3,10,Bingham Farms,Vietnam
85821,Hickory Valley,10,36,Eddiceton,Yemen
85822,Hancott,8,1,Indian Hills,Guinea-Bissau
85823,Dardenelle,4,6,Broadbent,Chad
85824,Fontes,7,6,Romney,Japan
85825,Norwood Park,10,13,Braggs,Central African Rep
85826,N Livingston,9,40,Candelaria Arenas,Nauru
85827,N Magnet,1,50,Argos,Eritrea
85828,Sarasota,2,25,Alakanuk,Belize
85829,Indy,7,7,Hebron Estates,Libya
85830,Waminda,8,47,Brewster,Suriname
85831,Avdon,1,13,Grandview Heights,Switzerland
85832,Veness,8,28,Shaniko,Guyana
85833,N Andoa,6,35,Gerber,Paraguay
85834,Brown Derby,3,23,Longwoods,Sierra Leone
85835,Centershore,9,46,Bartonsville,Laos
85836,Bouts,1,28,North Babylon,Micronesia
85837,W Red Coat,2,22,Wiley Ford,Benin
85838,Greene Ridge,6,24,Alcoma,Myanmar
85839,Talbot,8,37,Marlboro,Philippines
85840,W New Monee,9,14,Lakesite,Greece
85841,Treviit,8,35,Armourdale,Bangladesh
85842,Burghead,2,29,Starkweather,Belize
85843,Lawrence Creek,1,47,Lake Michigan Beach,Tuvalu
85844,Wombat,6,21,Buckhead Ridge,Korea North
85845,S Colborne,4,41,Mayesville,Ecuador
85846,Griffiss,6,15,Tallevast,Cambodia
85847,Albert Ray,2,20,Bellefontaine,Albania
85848,Polestub,6,44,Beecher,Samoa
85849,West Mosley,3,18,Great Neck,Albania
85850,Porchester,3,35,Uhrichsville,China
85851,N Cottage,2,24,Witherbee,Ghana
85852,East Macarthur,6,8,Tehachapi,Bosnia Herzegovina
85853,Athenaeum,1,41,Poplar Hills,Greece
85854,W Hilltop,1,30,New Johnsonville,Senegal
85855,Pioneer Creek,7,3,Minnesott Beach,Bolivia
85856,Old Mountain View,1,33,South Portland,Belarus
85857,Gault,7,12,Burgin,Mexico
85858,Buntingbridge,7,27,Agency,Benin
85859,Wroxton,3,33,Livonia,Swaziland
85860,Frum,10,18,Rochester,Congo {Democratic Rep}
85861,Great James,3,30,Gaylord,Cape Verde
85862,W Hattendorf,6,39,Red Buttes,Burkina
85863,Mutrix,6,6,Archibald,Bahrain
85864,Ridley,8,28,National Mine,Jordan
85865,Elder Creek,2,47,East Naples,Guinea-Bissau
85866,N Green,3,2,Bowesmont,Vietnam
85867,Roundfield,8,6,Glendora,Sweden
85868,Laury,5,16,Toxey,Nicaragua
85869,Indian Gulch,2,42,Halfway House,Brunei
85870,Upper Broadmoor,6,2,Gum Branch,Spain
85871,Hycliff,7,30,Laclede,Vietnam
85872,Great Castle,6,2,Lowes,Saint Vincent & the Grenadines
85873,Twin Bluff,8,28,Ridgeley,Turkey
85874,Middlebury,6,24,Westley,Argentina
85875,Ocean,2,4,Harney,Thailand
85876,West Kelso,10,33,Tenakee Springs,India
85877,E Jamaica,8,2,Theresa,Ukraine
85878,South Holgate,2,38,Forestville,Andorra
85879,Belshaw,8,6,Tuba City,Turkmenistan
85880,Hartlawn,2,14,Millwood,Micronesia
85881,E Shadow Lake,10,48,Vinco,Iraq
85882,Sexton Farm,10,3,Mediapolis,Luxembourg
85883,Coleraine,4,25,Pleasant Valley,Philippines
85884,Barn,9,8,Fontanelle,Burkina
85885,Peak Hill,1,18,Lewistown,Israel
85886,Millhead,8,28,Dickeyville,Cambodia
85887,Bargagni,1,44,Cecilville,Central African Rep
85888,Memel,10,32,Days Creek,Czech Republic
85889,Tor,2,44,Long Pine,Angola
85890,Bemerton,3,39,Nyack,Hungary
85891,Catapult,10,37,Fairfield,Panama
85892,South Harriette,10,26,La Moille,Bangladesh
85893,Back Landseer,2,33,Reedy,Brunei
